Year,Discipline,SG_AREA,TX_COR,CO_PROVA,Question_Number,Question_Text,Skill_Number
2021,Matemática e suas Tecnologias,MT,AZUL,899,156,"Uma  mola  é  solta  da  posição  distendida  conforme  a  figura.  A  figura  à  direita 
representa  o  gráfico  da  posição P (em cm) da massa m  em  função  do  tempo  t  (em
segundo)  em  um  sistema  de  coordenadas  cartesianas.  Esse  movimento  periódico  é
descrito  por  uma  expressão  do  tipo  P(t) = ± A cos (ωt) ou P(t) = ± A sen (ωt), em  que
A > 0 é  a  amplitude de deslocamento máximo e ω é a frequência, que se relaciona com
o período T pela fórmula ω = 
.
Considere a ausência de quaisquer forças dissipativas.
A expressão algébrica que representa as posições P(t) da massa m, ao longo do tempo,
no gráfico, é
– 3 cos (2t)
– 3 sen (2t)
3 cos (2t)
– 6 cos (2t)
6 sen (2t)
## A
## B
## C
## D
## E",20
2021,Matemática e suas Tecnologias,MT,AZUL,899,157,"Uma  construtora,  pretendendo    investir    na    construção    de    imóveis    em    uma 
metrópole      com  cinco    grandes  regiões,  fez    uma    pesquisa    sobre  a  quantidade    de 
famílias que  mudaram de  uma região para outra, de modo  a  determinar  qual região  foi
o destino  do  maior  fluxo  de  famílias,  sem levar em consideração o número de famílias
região.  Os  valores  da  pesquisa  estão  dispostos  em  uma
que  deixaram  a 
matriz A  =  [a ],  i,  j  ∈  {1,2,3,4,5},  em  que  o  elemento  a corresponde  ao  total  de  famílias
(em dezena) que se mudaram da região i para a região j durante um certo período, e o
elemento a  é considerado nulo, uma vez que somente são consideradas mudanças entre
regiões distintas. A seguir, está apresentada a matriz com os dados da pesquisa.
ij 
ii
ij
Qual região foi selecionada para o investimento da construtora?
## A
## B
## C
## D
## E
1
2
3
4
5",4
2021,Matemática e suas Tecnologias,MT,AZUL,899,158,"Para  realizar  um  voo  entre  duas  cidades  que  distam  2  000  km  uma  da  outra,  uma
companhia  aérea  utilizava  um  modelo  de  aeronave  A,  capaz  de  transportar  até
200 passageiros. Quando uma dessas aeronaves está lotada de passageiros, o consumo
de combustível é de 0,02 litro por quilômetro e por passageiro. Essa companhia resolveu
trocar o modelo de aeronave A pelo modelo de aeronave B, que é capaz de transportar
10%  de  passageiros  a  mais  do  que  o  modelo  A,  mas  consumindo  10%  menos
combustível por quilômetro e por passageiro.
A  quantidade  de  combustível  consumida  pelo  modelo  de  aeronave  B,  em  relação  à  do
modelo de aeronave A, em um voo lotado entre as duas cidades, é
## A
10% menor.
1% menor.
## B
## C
igual.
## D
1% maior.
## E
11% maior.",16
2021,Matemática e suas Tecnologias,MT,AZUL,899,159,"Em  uma  corrida  automobilística,  os  carros  podem  fazer  paradas  nos  boxes  para
efetuar trocas de pneus. Nessas trocas, o trabalho é feito por um grupo de três pessoas
em cada pneu. Considere que os grupos iniciam o trabalho no mesmo instante, trabalham
à  mesma  velocidade  e  cada  grupo  trabalha  em  um  único  pneu.  Com  os  quatro  grupos
completos,  são  necessários  4  segundos  para  que  a  troca  seja  efetuada.  O  tempo  gasto
por  um  grupo  para  trocar  um  pneu  é  inversamente  proporcional  ao  número  de  pessoas
trabalhando nele. Em uma dessas paradas, um dos trabalhadores passou mal, não pôde
participar  da  troca  e  nem  foi  substituído,  de  forma  que  um  dos  quatro  grupos  de  troca
ficou reduzido.
Nessa  parada  específica,  com  um  dos  grupos  reduzido,  qual  foi  o  tempo  gasto,  em
segundo, para trocar os quatro pneus?
## A
6,0
## B
## C
5,7
5,0
## D
4,5
## E
4,4",16
2021,Matemática e suas Tecnologias,MT,AZUL,899,160,"Um  nutricionista  verificou,  na  dieta  diária  do  seu  cliente,  a  falta  de  800  mg  do
mineral A, de 1 000 mg do mineral B e de 1 200 mg do mineral C. Por isso, recomendou a
compra  de  suplementos  alimentares  que  forneçam  os  minerais  faltantes  e  informou  que
não haveria problema se consumisse mais desses minerais do que o recomendado.
O cliente encontrou cinco suplementos, vendidos em sachês unitários, cujos preços e
as quantidades dos minerais estão apresentados a seguir:
Suplemento  I:  contém    50  mg  do  mineral  A,  100  mg  do  mineral  B  e  200  mg  do
mineral C e custa R$ 2,00;
mineral C e custa R$ 3,00;
mineral C e custa R$ 5,00;
mineral C e custa R$ 6,00;
mineral C e custa R$ 8,00.
Suplemento  II:  contém  800  mg  do  mineral  A,  250  mg  do  mineral  B  e  200  mg  do
Suplemento III: contém 250 mg do mineral A, 1 000 mg do mineral B e 300 mg do
Suplemento IV: contém 600 mg do mineral A, 500 mg do mineral B e 1 000 mg do
Suplemento V: contém 400 mg do mineral A, 800 mg do mineral B e 1 200 mg do
O cliente decidiu comprar sachês de um único suplemento no qual gastasse menos
dinheiro  e  ainda  suprisse  a  falta  de  minerais  indicada  pelo  nutricionista,  mesmo  que
consumisse alguns deles além de sua necessidade.
Nessas condições, o cliente deverá comprar sachês do suplemento
## A
## I.
## B
## C
## II.
## III.
## D
## IV.
## E
## V.",17
2021,Matemática e suas Tecnologias,MT,AZUL,899,161,"O administrador de um teatro percebeu que, com o ingresso do evento a R$ 20,00,
um show conseguia atrair 200 pessoas e que, a cada  R$ 1,00 de redução no preço do
ingresso,  o  número  de  pessoas  aumentava  em  40.  Ele  sabe  que  os  donos  do  teatro  só
admitem 
ingressos,  pela  dificuldade  de
inteiros  para  os 
disponibilizar  troco,  e  pretende  convencê-los  a  diminuir  o  preço  do  ingresso.  Assim,
trabalhar  com  valores 
apresentará um gráfico da arrecadação em função do valor do desconto no preço atual do
ingresso.
O gráfico que mais se assemelha ao que deve ser elaborado pelo administrador é
## A
## B
## C
## D
## E",15
2021,Matemática e suas Tecnologias,MT,AZUL,899,162,"O  quadro  representa  a  relação  entre  o  preço  de  um  produto  (R)  e  seu  respectivo
imposto devido (I).
O gráfico que melhor representa essa relação é
## A
## B
## C
## D
## E",15
2021,Matemática e suas Tecnologias,MT,AZUL,899,163,"A  relação  de  Newton-Laplace  estabelece  que  o  módulo  volumétrico  de  um  fluido  é
diretamente proporcional ao quadrado da velocidade do som (em metro por segundo) no
fluido  e  à  sua  densidade  (em  quilograma  por  metro  cúbico),  com  uma  constante  de
proporcionalidade adimensional.
Nessa relação, a unidade de medida adequada para o módulo volumétrico é
## A
## B
## C
## D
## E
kg⋅m ⋅s−2 −1
kg⋅m ⋅s−1 −2
kg⋅m ⋅s−5 2
−1
2
kg ⋅m  ⋅s
1
−1
kg ⋅m  ⋅s
5
−2",10
2021,Matemática e suas Tecnologias,MT,AZUL,899,164,"Uma pessoa pretende viajar por uma companhia aérea que despacha gratuitamente
uma mala com até 10 kg.
Em duas viagens que realizou, essa pessoa utilizou a mesma mala e conseguiu 
10 kg com as seguintes combinações de itens:
Para  ter  certeza  de  que  sua  bagagem  terá  massa  de  10  kg,  ela  decide  levar  essa
mala  com  duas  calças,  um  sapato  e  o  máximo  de  camisetas,  admitindo  que  itens  do
mesmo tipo têm a mesma massa.
Qual a quantidade máxima de camisetas que essa pessoa poderá levar?
## A
22
## B
## C
24
26
## D
33
## E
39",22
2021,Matemática e suas Tecnologias,MT,AZUL,899,165,"Um  automóvel  apresenta  um  desempenho  médio  de  16  km/L.  Um  engenheiro
desenvolveu  um  novo  motor  a  combustão  que  economiza,  em  relação  ao  consumo  do
motor anterior, 0,1 L de combustível a cada 20 km percorridos.
O valor do desempenho médio do automóvel com o novo motor, em quilômetro por litro,
expresso com uma casa decimal, é
## A
15,9.
## B
## C
16,1.
16,4.
## D
17,4.
## E
18,0.",12
2021,Matemática e suas Tecnologias,MT,AZUL,899,166,"O  projeto  de  um  contêiner,  em  forma  de  paralelepípedo  reto  retangular,  previa  a
pintura  dos  dois  lados  (interno  e  externo)  de  cada  uma  das  quatro  paredes  com  tinta
acrílica  e  a  pintura  do  piso  interno  com  tinta  epóxi.  O  construtor  havia  pedido,  a  cinco
fornecedores diferentes, orçamentos das tintas necessárias, mas, antes de iniciar a obra,
resolveu  mudar  o  projeto  original,  alterando  o  comprimento  e  a  largura  para  o  dobro  do
originalmente  previsto,  mantendo  inalterada  a  altura.  Ao  pedir  novos  orçamentos  aos
fornecedores,  para  as  novas  dimensões,  cada  um  deu  uma  resposta  diferente  sobre  as
novas quantidades de tinta necessárias.
Em  relação  ao  previsto  para  o  projeto  original,  as  novas  quantidades  de  tinta
necessárias informadas pelos fornecedores foram as seguintes:
Fornecedor I: “O dobro, tanto para as paredes quanto para o piso.”
Fornecedor II: “O dobro para as paredes e quatro vezes para o piso.”
Fornecedor III: “Quatro vezes, tanto para as paredes quanto para o piso.”
Fornecedor IV: “Quatro vezes para as paredes e o dobro para o piso.”
Fornecedor V: “Oito vezes para as paredes e quatro vezes para o piso.”
Analisando  as 
informações  dos 
fornecedores,  o  construtor  providenciará  a
quantidade adequada de material. Considere a porta de acesso do contêiner como parte
de uma das paredes.
Qual dos fornecedores prestou as informações adequadas, devendo ser o escolhido pelo
construtor para a aquisição do material?
## A
## I
## B
## C
## II
## III
## D
## IV
## E
## V",9
2021,Matemática e suas Tecnologias,MT,AZUL,899,167,"Um  povoado  com  100  habitantes  está  passando  por  uma  situação  de  seca
prolongada  e  os  responsáveis  pela  administração  pública  local  decidem  contratar  a
construção  de  um  reservatório.  Ele  deverá  ter  a  forma  de  um  cilindro  circular  reto,  cuja
base tenha 5 metros de diâmetro interno, e atender à demanda de água da população por
um período de exatamente sete dias consecutivos. No oitavo dia, o reservatório vazio é
completamente reabastecido por carros-pipa.
Considere que o consumo médio diário por habitante é de 120 litros de água. Use 3
como aproximação para 
.
Nas condições apresentadas, o reservatório deverá ser construído com uma altura interna
mínima, em metro, igual a
## A
1,12.
## B
## C
3,10.
4,35.
## D
4,48.
## E
5,60.",14
2021,Matemática e suas Tecnologias,MT,AZUL,899,168,"Num  octaedro  regular,  duas  faces  são  consideradas  opostas  quando  não  têm  nem
arestas,  nem  vértices  em  comum.  Na  figura,  observa-se  um  octaedro  regular  e  uma  de
suas  planificações,  na  qual  há  uma  face  colorida  na  cor  cinza  escuro  e  outras  quatro
faces numeradas.
Qual(is)  face(s)  ficará(ão)  oposta(s)  à  face  de  cor  cinza  escuro,  quando  o  octaedro  for
reconstruído a partir da planificação dada?
## A
1, 2, 3 e 4
1 e 3
## B
## C
## D
## E
1
2
4",7
2021,Matemática e suas Tecnologias,MT,AZUL,899,169,"O  instrumento  de  percussão  conhecido  como  triângulo  é  composto  por  uma  barra
fina de aço, dobrada em um formato que se assemelha a um triângulo, com uma abertura
e uma haste, conforme ilustra a Figura 1.
Uma  empresa  de  brindes  promocionais  contrata  uma  fundição  para  a  produção  de
miniaturas  de  instrumentos  desse  tipo.  A  fundição  produz,  inicialmente,  peças  com  o
formato  de  um  triângulo  equilátero  de  altura  h,  conforme  ilustra  a  Figura  2.  Após  esse
processo, cada peça é aquecida, deformando os cantos, e cortada em um dos vértices,
dando origem à miniatura. Assuma que não ocorram perdas de material no processo de
produção,  de  forma  que  o  comprimento  da  barra  utilizada  seja  igual  ao  perímetro  do
triângulo equilátero representado na Figura 2.
Considere 1,7 como valor aproximado para 
.
Nessas condições, o valor que mais se aproxima da medida do comprimento da barra, em
centímetro, é
## A
9,07.
## B
## C
13,60.
20,40.
## D
27,18.
## E
36,24.",8
2021,Matemática e suas Tecnologias,MT,AZUL,899,170,"Uma pessoa comprou uma caneca para tomar sopa, conforme ilustração.
Sabe-se  que  1  cm   =  1  mL  e  que  o  topo  da  caneca  é  uma  circunferência  de
3
diâmetro (D) medindo 10 cm, e a base é um círculo de diâmetro (d) medindo 8 cm. Além
disso, sabe-se que a altura (h)  dessa caneca mede  12  cm  (distância entre o centro das
circunferências do topo e da base).
Utilize 3 como aproximação para π.
Qual é a capacidade volumétrica, em mililitro, dessa caneca? 
## A
216
## B
## C
408
732
## D
2 196
## E
2 928",8
2021,Matemática e suas Tecnologias,MT,AZUL,899,171,"O dono de uma loja pretende usar cartões imantados para a divulgação de sua loja.
A empresa que fornecerá o serviço lhe informa que o custo de fabricação do cartão é de
R$  0,01  por  centímetro  quadrado  e  que  disponibiliza  modelos  tendo  como  faces  úteis
para impressão:
um triângulo equilátero de lado 12 cm;
um quadrado de lado 8 cm;
um retângulo de lados 11 cm e 8 cm;
um hexágono regular de lado 6 cm;
um círculo de diâmetro 10 cm.
O dono da loja está disposto a pagar, no máximo, R$ 0,80 por cartão. Ele escolherá,
dentro desse limite de preço, o modelo que tiver maior área de impressão.
Use 3 como aproximação para 
e use 1,7 como aproximação para 
.
Nessas condições, o modelo que deverá ser escolhido tem como face útil para impressão
um
## A
triângulo.
## B
## C
quadrado.
retângulo.
## D
hexágono.
## E
círculo.",13
2021,Matemática e suas Tecnologias,MT,AZUL,899,172,"Um ciclista amador de 61 anos de idade utilizou um monitor cardíaco para medir suas
frequências  cardíacas  em  quatro  diferentes  tipos  de  trechos  do  percurso.  Os  resultados
das frequências cardíacas máximas alcançadas nesses trechos foram:
Sabe-se que a faixa aeróbica ideal para o ganho de condicionamento físico é entre
65% e 85% da frequência cardíaca máxima (Fc máx.), que, por sua vez, é determinada
pela fórmula:
Fc máx. = 220 – idade,
em que a idade é dada em ano e Fc máx. é dada em bpm (batimento por minuto). 
Os trechos do percurso nos quais esse ciclista se mantém dentro de sua faixa aeróbica
ideal, para o ganho de condicionamento físico, são
## A
leve no plano, forte no plano, subida moderada e subida forte.
## B
## C
leve no plano, forte no plano e subida moderada.
forte no plano, subida moderada e subida forte.
## D
forte no plano e subida moderada.
## E
leve no plano e subida forte.",4
2021,Matemática e suas Tecnologias,MT,AZUL,899,173,"Um  lava-rápido  oferece  dois  tipos  de  lavagem  de  veículos:  lavagem  simples,  ao
preço de R$ 20,00, e lavagem completa, ao preço de R$ 35,00. Para cobrir as despesas
com produtos e funcionários, e não ter prejuízos, o lava-rápido deve ter uma receita diária
de, pelo menos, R$ 300,00.
Para  não  ter  prejuízo, o  menor  número de  lavagens  diárias  que o lava-rápido deve
efetuar é
## A
6.
## B
## C
8.
9.
## D
15.
## E
20.",4
2021,Matemática e suas Tecnologias,MT,AZUL,899,174,"Após  consulta  médica,  um  paciente  deve  seguir  um  tratamento  composto  por  três
medicamentos:  X,  Y  e  Z.  O  paciente,  para  adquirir  os  três  medicamentos,  faz  um
orçamento em três farmácias diferentes, conforme o quadro.
Dessas farmácias algumas oferecem  descontos:
na  compra  dos  medicamentos  X  e  Y  na  Farmácia  2,  recebe-se  um  desconto  de
20% em ambos os produtos, independentemente da compra do medicamento Z, e
não há desconto para o medicamento Z;
na  compra  dos  3  medicamentos  na  Farmácia  3,  recebe-se  20%  de  desconto  no
valor total da compra.
O  paciente  deseja  efetuar  a  compra  de  modo  a  minimizar  sua  despesa  com  os
medicamentos.
De acordo com as informações fornecidas, o paciente deve comprar os medicamentos da
seguinte forma:
## A
X, Y e Z na Farmácia 1.
## B
## C
X e Y na Farmácia 1, e Z na Farmácia 3.
X e Y na Farmácia 2, e Z na Farmácia 3.
## D
X na Farmácia 2, e Y e Z na Farmácia 3.
## E
X, Y e Z na Farmácia 3.",5
2021,Matemática e suas Tecnologias,MT,AZUL,899,175,"Muitos  brinquedos  que  frequentemente  são  encontrados  em  praças  e  parques
públicos  apresentam  formatos  de  figuras  geométricas  bidimensionais  e  tridimensionais.
Uma empresa foi contratada para desenvolver uma nova forma de brinquedo. A proposta
apresentada  pela  empresa  foi  de  uma  estrutura  formada  apenas  por  hastes  metálicas,
conectadas umas às outras, como apresentado na figura. As hastes de mesma tonalidade
e espessura são congruentes.
Com base na proposta apresentada, quantas figuras geométricas planas de cada tipo são
formadas pela união das hastes?
## A
12 trapézios isósceles e 12 quadrados.
## B
## C
24 trapézios isósceles e 12 quadrados.
12 paralelogramos e 12 quadrados.
## D
8 trapézios isósceles e 12 quadrados.
## E
12 trapézios escalenos e 12 retângulos.",7
2021,Matemática e suas Tecnologias,MT,AZUL,899,176,"O  sistema  de  numeração  romano  ainda  é  utilizado  na  indicação  de  capítulos  e
volumes de livros, na designação de séculos e, em ordem cronológica, de papas e reis de
mesmo nome. São utilizadas sete letras do alfabeto: 
Quatro fundamentais: I (vale 1); X (vale 10); C (vale 100) e M (vale 1 000). 
Três secundárias: V (vale 5); L (vale 50) e D (vale 500).
As regras para escrever números romanos são:
1. Não existe símbolo correspondente ao zero;
2. Os símbolos fundamentais podem ser repetidos até três vezes e seus valores são
adicionados. Exemplo: XXX = 30;
3. Uma letra posta à esquerda de outra de maior valor indica subtração dos respectivos
valores. Exemplo: IX = 10 – 1 = 9;
4. Uma letra posta à direita de outra de maior valor indica adição dos respectivos valores.
Exemplo: XI = 10 + 1 = 11.
Em uma cidade europeia há uma placa indicando o ano de sua fundação: MCDLXIX.
Quantos anos de fundação essa cidade comemorará em 2050?
## A
379
## B
## C
381
579
## D
581
## E
601",1
2021,Matemática e suas Tecnologias,MT,AZUL,899,177,"Uma  das  bases  mais  utilizadas  para  representar  um  número  é  a  base  decimal.
Entretanto,  os  computadores  trabalham  com  números  na  base  binária.  Nessa  base,
qualquer  número  natural  é  representado  usando  apenas  os  algarismos  0  e  1.  Por
exemplo,  as  representações  dos  números  9  e  12,  na  base  binária,  são  1001  e  1100,
respectivamente. A operação de adição, na base binária, segue um algoritmo similar ao
utilizado na base decimal, como detalhado no quadro:
Por  exemplo,  na  base  binária,  a  soma  dos  números  10  e  10  é  100,  como
apresentado:
Considerando as informações do texto, o resultado da adição 9 + 12 será representado,
na base binária, por
## A
101.
## B
## C
1101.
1111.
## D
10101.
## E
11001.",1
2021,Matemática e suas Tecnologias,MT,AZUL,899,178,"Uma unidade de medida comum usada para expressar áreas de terrenos de grandes
dimensões  é  o  hectare,  que  equivale  a  10  000  m .  Um  fazendeiro  decide  fazer  um
2
loteamento utilizando 3 hectares de sua fazenda, dos quais 0,9 hectare será usado para a
2
construção de ruas e calçadas e o restante será dividido em terrenos com área de 300 m
cada um. Os 20 primeiros terrenos vendidos terão preços promocionais de R$ 20 000,00
cada, e os demais, R$ 30 000,00 cada.
Nas condições estabelecidas, o valor total, em real, obtido pelo fazendeiro com a venda
de todos os terrenos será igual a
## A
700 000.
## B
## C
1 600 000.
1 900 000.
## D
2 200 000.
## E
2 800 000.",3
2021,Matemática e suas Tecnologias,MT,AZUL,899,179,"Uma  pessoa  produzirá  uma  fantasia  utilizando  como  materiais:  2  tipos  de  tecidos
diferentes e 5 tipos distintos de pedras ornamentais. Essa pessoa tem à sua disposição
6 tecidos diferentes e 15 pedras ornamentais distintas.
A  quantidade  de  fantasias  com  materiais  diferentes  que  podem  ser  produzidas  é
representada pela expressão
## A
## B
## C
## D
## E",2
2021,Matemática e suas Tecnologias,MT,AZUL,899,180,"Os diretores de uma escola precisam construir um laboratório para uso dos alunos.
Há duas possibilidades:
(i)  um  laboratório  do  tipo  A,  com  capacidade  para  100  usuários,  a  um  custo  de
180 mil reais e gastos de 60 mil reais por ano para manutenção;
(ii) um laboratório do tipo B, com capacidade para 80 usuários, a um custo de 120 mil 
reais e gastos com manutenção de 16 mil reais por ano.
Considera-se  que,  em  qualquer  caso,  o  laboratório  implantado  será  utilizado  na
totalidade de sua capacidade.
A economia da escola, na utilização de um laboratório tipo B, em vez de um laboratório
tipo A, num período de 4 anos, por usuário, será de
## A
1,31 mil reais.
## B
## C
1,90 mil reais.
2,30 mil reais.
## D
2,36 mil reais.
## E
2,95 mil reais.",3
2020,Matemática e suas Tecnologias,MT,AZUL,695,136,"O gráfico mostra o resultado do balanço financeiro mensal de uma empresa ao longo de
um ano.
Em  quantos  meses  o  resultado  do  balanço  financeiro  da  empresa  ficou  abaixo  da  média
mensal nesse ano?
## A
## B
## C
## D
## E
6
7
8
9
10",27
2020,Matemática e suas Tecnologias,MT,AZUL,695,137,"Uma editora pretende fazer uma reimpressão de um de seus livros. A direção da editora
sabe que o gasto com papel representa 60% do custo de reimpressão, e que as despesas com
a gráfica representam os 40% restantes. Dentro da programação da editora, no momento em
que  ela  realizar  a  reimpressão,  o  preço  do  papel  e  os  custos  com  a  gráfica  terão  sofrido
reajustes de 25,9% e 32,5%, respectivamente. O custo para a reimpressão de cada livro, nos
preços atuais, é de R$ 100,00.
Qual será o custo, em real, para a reimpressão de cada livro com os reajustes estimados de
custo de papel e despesas com a gráfica?
## A
## B
## C
## D
## E
128,54
129,20
129,86
158,40
166,82",16
2020,Matemática e suas Tecnologias,MT,AZUL,695,138,"Com  a  crise  dos  alimentos  em  2008,  governantes  e  empresários  de  várias  partes  do
mundo  relacionaram  a  expansão  dos  biocombustíveis  com  a  alta  do  preço  da  comida.  Em
2006, a produção mundial de etanol foi de 40 bilhões de litros e a de biodiesel, de 6,5 bilhões.
Os  EUA  defendem  seu  etanol  de  milho  ao  afirmar  que  só  3%  da  inflação  dos  cereais  é
causada  pelos  biocombustíveis.  Para  a  Organização  das  Nações  Unidas  (ONU),  os
biocombustíveis respondem por 10% da alta do preço da comida e, para o Banco Mundial, por
75%. Ao lado dessa polêmica, cresce o consenso de que biocombustível não é sempre igual.
O  impacto  sobre  o  preço  dos  alimentos  é  bem  diferente  quando  se  considera  o  álcool
combustível  brasileiro,  feito  da  cana;  o  etanol  norte-americano,  fabricado  com  milho;  e  o
biodiesel europeu, feito de grãos como o trigo, por exemplo. Nessa disputa, o Brasil está bem
posicionado. O mapa seguinte mostra a distribuição percentual de etanol fabricado no mundo,
em 2007.
De acordo com o texto e o mapa de percentuais de fabricação de etanol fabricado no mundo,
podemos concluir que a quantidade de etanol feito de milho, nos Estados Unidos, representa
Disponível em: planetasustentavel.abril.com.br. Acesso em: 29 mar. 2009.
## A
## B
## C
## D
## E
16,25% da produção mundial.
43,70% da produção mundial.
46,00% da produção mundial.
75,00% da produção mundial.
95,00% da produção mundial.",1
2020,Matemática e suas Tecnologias,MT,AZUL,695,139,"Realizou-se um estudo sobre a violência no Brasil. As taxas obtidas para os homicídios de
mulheres de 1980 a 2010 estão registradas no gráfico.
De acordo com os dados apresentados, o aumento percentual relativo da taxa de 2007 para
2010 foi mais próximo de
Disponível em: http://g1.globo.com. Acesso em: 15 ago. 2013 (adaptado).
## A
## B
## C
## D
## E
11%.
13%.
17%.
50%.
89%.",25
2020,Matemática e suas Tecnologias,MT,AZUL,695,140,"Eduardo  deseja  criar  um  e-mail  utilizando  um  anagrama  exclusivamente  com  as  sete
letras que compõem o seu nome, antes do símbolo @ .
O  e-mail  terá  a  forma  *******@site.com.br  e  será  de  tal  modo  que  as  três  letras  “edu”
apareçam sempre juntas e exatamente nessa ordem.
Ele sabe que o e-mail eduardo@site.com.br já foi criado por outro usuário e que qualquer
outro agrupamento das letras do seu nome forma um e-mail que ainda não foi cadastrado.
De quantas maneiras Eduardo pode criar um e-mail desejado?
## A
## B
## C
## D
## E
59
60
118
119
120",3
2020,Matemática e suas Tecnologias,MT,AZUL,695,141,"Na  central  nuclear  de  Angra  dos  Reis,  os  resíduos  produzidos  em  duas  décadas  de
operações  somam  quase  446  toneladas  de  combustível  usado,  que  permanecerá  radioativo
durante milhares de anos. O Ibama condicionou o início da operação de Angra 3, previsto para
2014,  à  aprovação  de  um  projeto  de  depósito  definitivo.  A  Comissão  Nacional  de  Energia
Nuclear  (CNEN)  se  comprometeu  a  apresentar,  até  2010,  um  modelo  de  depósito  para
armazenar o lixo radioativo por 500 anos, em vez de milhares de anos.
Época, 8 set. 2008 (adaptado).
Supondo que a taxa de produção de combustível permaneça constante e que seja necessário
certo  volume  V  para  o  armazenamento  das  446  toneladas  já  produzidas,  qual  é  o  volume
mínimo aproximado que um depósito deve ter para armazenar o lixo radioativo produzido em
500 anos?
## A
## B
## C
## D
## E
## 25 V
## 149 V
## 1 340 V
## 11 150 V
## 14 887 V",18
2020,Matemática e suas Tecnologias,MT,AZUL,695,142,"Para  sua  festa  de  17  anos,  o  aniversariante  convidará  132  pessoas.  Ele  convidará  26
mulheres  a  mais  do  que  o  número  de  homens.  A  empresa  contratada  para  realizar  a  festa
cobrará  R$  50,00  por  convidado  do  sexo  masculino  e  R$  45,00  por  convidado  do  sexo
feminino.
Quanto esse aniversariante terá que pagar, em real, à empresa contratada, pela quantidade de
homens convidados para sua festa?
## A
## B
## C
## D
## E
2 385,00
2 650,00
3 300,00
3 950,00
5 300,00",21
2020,Matemática e suas Tecnologias,MT,AZUL,695,143,"Com  base  na  Lei  Universal  da  Gravitação,  proposta  por  Isaac  Newton,  o  peso  de  um
objeto  na  superfície  de  um  planeta  aproximadamente  esférico  é  diretamente  proporcional  à
massa do planeta e inversamente proporcional ao quadrado do raio desse planeta. A massa
do  planeta  Mercúrio  é,  aproximadamente, 
da  massa  da  Terra  e  seu  raio  é,
aproximadamente, 
peso P.
 do raio da Terra. Considere um objeto que, na superfície da Terra, tenha
O peso desse objeto na superfície de Mercúrio será igual a
## A
## B
## C
## D
## E",15
2020,Matemática e suas Tecnologias,MT,AZUL,695,144,"O  gráfico  mostra  as  receitas  e  as  despesas  de  uma  empresa  nos  meses  de  julho  a
novembro  de  um  ano.  O  resultado  financeiro,  obtido  pela  diferença  entre  receita  e  despesa,
pode ser positivo (lucro) ou negativo (prejuízo).
Sabendo que o mês de dezembro é, em geral, de melhores vendas, o dono da empresa
faz uma previsão de que a receita naquele mês terá um aumento, em relação ao mês anterior,
com a mesma taxa de crescimento ocorrida de setembro para outubro, e que a despesa irá se
manter a mesma de novembro.
Se  confirmadas  as  previsões  do  dono  da  empresa,  o  resultado  financeiro  a  ser  obtido  no
semestre de julho a dezembro será um
## A
## B
## C
## D
## E
prejuízo de R$ 2 650,00.
prejuízo de  R$ 850,00.
lucro de R$ 7 150,00.
lucro de R$ 5 950,00.
lucro de R$ 350,00.",24
2020,Matemática e suas Tecnologias,MT,AZUL,695,145,"É  comum  as  cooperativas  venderem  seus  produtos  a  diversos  estabelecimentos.  Uma
cooperativa láctea destinou 4 m3 de leite,  do  total produzido,  para  análise  em um laboratório
da região, separados igualmente em 4 000 embalagens de mesma capacidade.
Qual o volume de leite, em mililitro, contido em cada embalagem?
## A
## B
## C
## D
## E
0,1
1,0
10,0
100,0
1 000,0",10
2020,Matemática e suas Tecnologias,MT,AZUL,695,146,"Prever  a  dinâmica  populacional  de  um  país  é  de  extrema  importância,  pois  com  esse
conhecimento  as  políticas  públicas  em  saúde,  educação,  habitação  e  infraestrutura  poderão
ser executadas sem atraso e de forma eficiente. A linha cheia no gráfico mostra a evolução da
população  brasileira  desde  1950  até  2010,  e  a  extrapolação  (previsão)  até  o  ano  2050,
representada pela linha tracejada, foi feita com base nos censos demográficos realizados até
2010.
Pelo gráfico apresentado, o intervalo em que se observa aumento da população é
Fonte: IBGE. Projeção da população do Brasil, 2010.
## A
## B
## C
## D
## E
1950 a 2010.
1950 a 2040.
1950 a 2050.
2010 a 2040.
2040 a 2050.",20
2020,Matemática e suas Tecnologias,MT,AZUL,695,147,"Uma fatura mensal de água é composta por uma taxa fixa, independentemente do gasto,
mais uma parte relativa ao consumo de água, em metro cúbico. O gráfico relaciona o valor da
fatura com o volume de água gasto em uma residência no mês de novembro, representando
uma semirreta.
Observa-se  que,  nesse  mês,  houve  um  consumo  de  7  m3  de  água.  Sabe-se  que,  em
dezembro, o consumo de água nessa residência, em metro cúbico, dobrou em relação ao mês
anterior.
O valor da fatura referente ao consumo no mês de dezembro nessa residência foi
## A
## B
## C
## D
## E
superior a R$ 65,00 e inferior a R$ 70,00.
superior a R$ 80,00 e inferior a R$ 85,00.
superior a R$ 90,00 e inferior a R$ 95,00.
superior a R$ 95,00.
inferior a R$ 55,00.",25
